[22Dec2025 16:14:56.776] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--username, MrSeven3, --version, 1.21.1, --gameDir, C:/Users/grays/AppData/Roaming/PrismLauncher/instances/1.21.1/minecraft, --assetsDir, C:/Users/grays/AppData/Roaming/PrismLauncher/assets, --assetIndex, 17, --uuid, 3de0398172ba4ed0bbddf97e8f597daa, --accessToken, , --userType, msa, --versionType, release, --fml.neoForgeVersion, 21.1.215, --fml.fmlVersion, 4.0.42, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, --launchTarget, forgeclient, --width, 854, --height, 480]
[22Dec2025 16:14:56.785] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: JVM identified as Microsoft OpenJDK 64-Bit Server VM 21.0.7+6-LTS
[22Dec2025 16:14:56.788] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 11.0.5+main.901c6ea8 starting: java version 21.0.7 by Microsoft; OS Windows 11 arch amd64 version 10.0
[22Dec2025 16:14:58.243] [main/INFO] [net.neoforged.fml.loading.ImmediateWindowHandler/]: Loading ImmediateWindowProvider fmlearlywindow
[22Dec2025 16:14:58.383] [main/INFO] [EARLYDISPLAY/]: Trying GL version 4.6
[22Dec2025 16:14:58.824] [main/INFO] [EARLYDISPLAY/]: Requested GL version 4.6 got version 4.6
[22Dec2025 16:14:59.002] [main/INFO] [CrashAssistantJarInJarHelper/]: Launching CrashAssistantApp (CrashAssistant-neoforge-1.20.6-1.21.4-1.10.23.jar)
[22Dec2025 16:14:59.423] [pool-2-thread-1/INFO] [EARLYDISPLAY/]: GL info: NVIDIA GeForce RTX 3050/PCIe/SSE2 GL version 4.6.0 NVIDIA 581.57, NVIDIA Corporation
[22Dec2025 16:15:05.107] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "c2me-opts-chunkio-mc1.21.1-0.3.0+alpha.0.88.jar" [parent: c2me-neoforge-mc1.21.1-0.3.0+alpha.0.88.jar, locator: jarinjar, reader: mod manifest]
[22Dec2025 16:15:05.107] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "json-0.3.1.jar" [parent: configurable-3.3.0+1.21.1-neoforge.jar, locator: jarinjar]
[22Dec2025 16:15:05.107] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-registry-sync-v0-5.2.0+867470b919.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[22Dec2025 16:15:05.107] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "lambdynamiclights-api-4.5.1+1.21.1-mojmap.jar" [parent: ars_nouveau-1.21.1-5.10.6.jar, locator: jarinjar, reader: mod manifest]
[22Dec2025 16:15:05.108] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-recipe-api-v1-5.0.14+59440bcc19.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[22Dec2025 16:15:05.108] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "com.kneelawk.extra-mod-integrations.extra-mod-integrations-farmers-delight-neoforge-1.0.3+1.21.1.jar" [parent: extra-mod-integrations-all-neoforge-1.0.3+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[22Dec2025 16:15:05.108] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-object-builder-api-v1-15.2.1+cc242efd19.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[22Dec2025 16:15:05.108] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-sound-api-v1-1.0.23+10b84f8419.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[22Dec2025 16:15:05.108] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-message-api-v1-6.0.13+e053909619.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[22Dec2025 16:15:05.108] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "emi-bridge-1.12.1+1.21.1.jar" [parent: ConnectorExtras-1.12.1+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[22Dec2025 16:15:05.108] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "com.kneelawk.extra-mod-integrations.extra-mod-integrations-core-neoforge-1.0.3+1.21.1.jar" [parent: extra-mod-integrations-all-neoforge-1.0.3+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[22Dec2025 16:15:05.108] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-data-generation-api-v1-20.2.28+2d91a6db19.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[22Dec2025 16:15:05.108] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-events-interaction-v0-0.7.13+7b71cc1619.jar" [parent: forgified-fabric-api-0.115.6+2.1.4+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[22Dec2025 16:15:06.219] [main/INFO] [org.sinytra.connector.locator.FabricModsDiscoverer/SCAN]: Fabric mod metadata not found in jar kotlinforforge.all, ignoring
[22Dec2025 16:15:07.367] [main/INFO] [org.sinytra.connector.locator.DependencyResolver/]: Dependency resolution found 9 candidates to load
[22Dec2025 16:15:07.933] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-language-kotlin-1.13.7+kotlin.2.2.21_mapped_moj_1.21.1.jar" [locator: org.sinytra.connector.locator.ConnectorLocator@e9ef5b6]
[22Dec2025 16:15:07.934] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "PresenceFootsteps-1.11.1+1.21$kirin-1.20.0+1.21_mapped_moj_1.21.1.jar" [locator: org.sinytra.connector.locator.ConnectorLocator@e9ef5b6]
[22Dec2025 16:15:07.934] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found gamelibrary file "fabric-language-kotlin-1.13.7+kotlin.2.2.21$atomicfu-jvm-0.29.0_mapped_moj_1.21.1.jar" [locator: org.sinytra.connector.locator.ConnectorLocator@e9ef5b6]
[22Dec2025 16:15:07.934] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found gamelibrary file "fabric-language-kotlin-1.13.7+kotlin.2.2.21$kotlinx-datetime-jvm-0.7.1_mapped_moj_1.21.1.jar" [locator: org.sinytra.connector.locator.ConnectorLocator@e9ef5b6]
[22Dec2025 16:15:07.934] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found gamelibrary file "fabric-language-kotlin-1.13.7+kotlin.2.2.21$kotlinx-io-bytestring-jvm-0.8.0_mapped_moj_1.21.1.jar" [locator: org.sinytra.connector.locator.ConnectorLocator@e9ef5b6]
[22Dec2025 16:15:07.934] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found gamelibrary file "fabric-language-kotlin-1.13.7+kotlin.2.2.21$kotlinx-io-core-jvm-0.8.0_mapped_moj_1.21.1.jar" [locator: org.sinytra.connector.locator.ConnectorLocator@e9ef5b6]
[22Dec2025 16:15:07.934] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found gamelibrary file "fabric-language-kotlin-1.13.7+kotlin.2.2.21$kotlinx-serialization-cbor-jvm-1.9.0_mapped_moj_1.21.1.jar" [locator: org.sinytra.connector.locator.ConnectorLocator@e9ef5b6]
[22Dec2025 16:15:07.934] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "PresenceFootsteps-1.11.1+1.21_mapped_moj_1.21.1.jar" [locator: org.sinytra.connector.locator.ConnectorLocator@e9ef5b6]
[22Dec2025 16:15:07.934] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "reacharound+1.21-1.3.1_mapped_moj_1.21.1.jar" [locator: org.sinytra.connector.locator.ConnectorLocator@e9ef5b6]
[22Dec2025 16:15:07.955] [main/INFO] [net.neoforged.fml.loading.moddiscovery.locators.JarInJarDependencyLocator/]: Found 2 dependencies adding them to mods collection
[22Dec2025 16:15:07.955] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "org.sinytra.connector-2.0.0-beta.12+1.21.1-mod.jar" [parent: , locator: org.sinytra.connector.locator.ConnectorLocator@e9ef5b6, reader: mod manifest]
[22Dec2025 16:15:07.955] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found gamelibrary file "runtime-1.0.0+1.21.1.jar" [parent: , locator: org.sinytra.connector.locator.ConnectorLocator@e9ef5b6, reader: mod manifest]
[22Dec2025 16:15:07.961] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/]: 
     Mod List:
		Name Version (Mod Id)

		3d-Skin-Layers 1.9.2 (skinlayers3d)
		[Let's Do] Bakery 2.1.2 (bakery)
		[Let's Do] Farm & Charm 1.1.14 (farm_and_charm)
		[Let's Do] Vinery 1.5.2 (vinery)
		Additional Entity Attributes 2.0.0+1.21.1 (additionalentityattributes)
		Advanced Peripherals 0.7.57b (advancedperipherals)
		Advancement Plaques 1.6.8 (advancementplaques)
		AI-Improvements 0.5.3 (aiimprovements)
		Almost Unified Immersive Engineering 1.21.1-1.0.1 (almostunified_ie)
		AlmostUnified 1.21.1-1.3.0 (almostunified)
		Amendments 1.21-2.0.9 (amendments)
		AppleSkin 3.0.7+mc1.21 (appleskin)
		Aquaculture 2 2.7.14 (aquaculture)
		Aquaculture Delight 1.2.0 (aquaculturedelight)
		Architectury 13.0.8 (architectury)
		Ars Nouveau 5.10.6 (ars_nouveau)
		Athena 4.0.2 (athena)
		Balm 21.0.55 (balm)
		BetterF3 11.0.3 (betterf3)
		Blueprint 8.0.8 (blueprint)
		BoccHUD 0.4.0+mc1.21.1 (bocchud)
		Brewin' And Chewin' 4.4.1 (brewinandchewin)
		Carry On 2.2.2 (carryon)
		CC: Tweaked 1.116.2 (computercraft)
		Chipped 4.0.2 (chipped)
		ChoiceTheorem's Overhauled Village 3.6.0 (ctov)
		Cloth Config v15 API 15.0.140 (cloth_config)
		Comforts 9.0.4+1.21.1 (comforts)
		Concurrent Chunk Management Engine 0.3.0+alpha.0.88+1.21.1 (c2me)
		Concurrent Chunk Management Engine (Base) 0.3.0+alpha.0.88+1.21.1 (c2me_base)
		Concurrent Chunk Management Engine (Client/Uncap View Distance) 0.3.0+alpha.0.88+1.21.1 (c2me_client_uncapvd)
		Concurrent Chunk Management Engine (Fixes/Chunk IO/Threading Issues) 0.3.0+alpha.0.88+1.21.1 (c2me_fixes_chunkio_threading_issues)
		Concurrent Chunk Management Engine (Fixes/General/Threading Issues) 0.3.0+alpha.0.88+1.21.1 (c2me_fixes_general_threading_issues)
		Concurrent Chunk Management Engine (Fixes/WorldGen/Threading Issues) 0.3.0+alpha.0.88+1.21.1 (c2me_fixes_worldgen_threading_issues)
		Concurrent Chunk Management Engine (Fixes/WorldGen/Vanilla Bugs) 0.3.0+alpha.0.88+1.21.1 (c2me_fixes_worldgen_vanilla_bugs)
		Concurrent Chunk Management Engine (No Tick View Distance) 0.3.0+alpha.0.88+1.21.1 (c2me_notickvd)
		Concurrent Chunk Management Engine (Optimizations/Chunk IO) 0.3.0+alpha.0.88+1.21.1 (c2me_opts_chunkio)
		Concurrent Chunk Management Engine (Optimizations/Density Function Compiler) 0.3.0+alpha.0.88+1.21.1 (c2me_opts_dfc)
		Concurrent Chunk Management Engine (Optimizations/General WorldGen) 0.3.0+alpha.0.88+1.21.1 (c2me_opts_worldgen_general)
		Concurrent Chunk Management Engine (Optimizations/Math) 0.3.0+alpha.0.88+1.21.1 (c2me_opts_math)
		Concurrent Chunk Management Engine (Optimizations/Memory Allocations) 0.3.0+alpha.0.88+1.21.1 (c2me_opts_allocs)
		Concurrent Chunk Management Engine (Optimizations/Natives Math) 0.3.0+alpha.0.88+1.21.1 (c2me_opts_natives_math)
		Concurrent Chunk Management Engine (Optimizations/Scheduling) 0.3.0+alpha.0.88+1.21.1 (c2me_opts_scheduling)
		Concurrent Chunk Management Engine (Optimizations/Vanilla WorldGen) 0.3.0+alpha.0.88+1.21.1 (c2me_opts_worldgen_vanilla)
		Concurrent Chunk Management Engine (Rewrites/Chunk IO) 0.3.0+alpha.0.88+1.21.1 (c2me_rewrites_chunkio)
		Concurrent Chunk Management Engine (Rewrites/Chunk Serializer) 0.3.0+alpha.0.88+1.21.1 (c2me_rewrites_chunk_serializer)
		Concurrent Chunk Management Engine (Rewrites/Chunk System) 0.3.0+alpha.0.88+1.21.1 (c2me_rewrites_chunk_system)
		Concurrent Chunk Management Engine (Server Utils) 0.3.0+alpha.0.88+1.21.1 (c2me_server_utils)
		Concurrent Chunk Management Engine (Threading/Lighting) 0.3.0+alpha.0.88+1.21.1 (c2me_threading_lighting)
		conditional mixin 0.6.4 (conditional_mixin)
		Configurable 3.3.0 (configurable)
		Connector Extras 1.12.1+1.21.1 (connectorextras)
		Connector Extras EMI Bridge 1.12.1+1.21.1 (connectorextras_emi_bridge)
		Connector Extras Energy Bridge 1.12.1+1.21.1 (connectorextras_energy_bridge)
		Connector Extras JEI Bridge 1.12.1+1.21.1 (connectorextras_jei_bridge)
		Connector Extras KubeJS Bridge 1.12.1+1.21.1 (connectorextras_kubejs_bridge)
		Connector Extras ModMenu Bridge 1.12.1+1.21.1 (connectorextras_modmenu_bridge)
		Connector Extras Pehkui Bridge 1.12.1+1.21.1 (connectorextras_pehkui_bridge)
		Connector Extras REI Bridge 1.12.1+1.21.1 (connectorextras_rei_bridge)
		Connector Extras Terrablender Bridge 1.12.1+1.21.1 (connectorextras_terrablender_bridge)
		Continents 1.1.11 (continents)
		Controlling 19.0.5 (controlling)
		Crabber's Delight 1.2.3 (crabbersdelight)
		Crash Assistant 1.10.23 (crash_assistant)
		CraterLib 2.1.5 (craterlib)
		Create 6.0.8 (create)
		Create & FD Dough 1.0.0 (createfddough)
		Create Confectionery 1.1.2 (create_confectionery)
		Create Crafts & Additions 1.5.9 (createaddition)
		Create Deco 2.1.1 (createdeco)
		Create Hypertube 0.3.0 (create_hypertube)
		Create Let The Adventure Begin 3.3.0 (create_ltab)
		Create Man of Many Planes 1.1 (mr_create_manofmanyplanes)
		Create Slice & Dice 4.2.2 (sliceanddice)
		Create: Bells & Whistles 0.4.7-1.21.1 (bellsandwhistles)
		Create: Cardboarded Conveynience 0.0.3b (create_cardboarded_conveynience)
		Create: Central Kitchen 2.2.6 (create_central_kitchen)
		Create: Connected 1.1.10-mc1.21.1 (create_connected)
		Create: Copycats+ 3.0.4+mc.1.21.1-neoforge (copycats)
		Create: Dragons Plus 1.8.5 (create_dragons_plus)
		Create: Dreams n' Desires 2.2c-BETA (dndesires)
		Create: Enchantment Industry 2.2.5b (create_enchantment_industry)
		Create: Food 2.0.0-beta-3 (createfood)
		Create: Framed 1.7 (createframed)
		Create: Power Loader 2.0.3-mc1.21.1 (create_power_loader)
		Create: Sound of Steam 0.6.4+1.21.1 (pipeorgans)
		Cucumber Library 8.0.15 (cucumber)
		Cultural Delights 0.17.7 (culturaldelights)
		Curios API 9.5.1+1.21.1 (curios)
		Databank 1.2.1 (databank)
		Design n' Decor 2.1.0 (dndecor)
		Do a Barrel Roll 3.7.3 (do_a_barrel_roll)
		Dynamic FPS 3.9.5 (dynamic_fps)
		Dynamic Trees 1.5.0 (dynamictrees)
		Dynamic Trees Plus 1.3.0-BETA03 (dynamictreesplus)
		Dynamic Trees Terralith 1.3.0-BETA01 (dtterralith)
		EMI 1.1.22+1.21.1+neoforge (emi)
		EMI Enchanting 0.1.2+1.21+neoforge (emi_enchanting)
		EMI Loot 0.7.8+1.21+neoforge (emi_loot)
		EMI++ 1.2.3 (emixx)
		emi-letsdo-compat 2.0.0 (emi_letsdo_compat)
		EMIffect 2.1.6+mc1.21.1 (emiffect)
		End's Delight 2.5.1+neoforge.1.21.1 (ends_delight)
		Ender's Delight 1.1.0 (endersdelight)
		EntityCulling 1.9.3 (entityculling)
		Environmental 5.0.1 (environmental)
		Etched 5.0.0 (etched)
		ExMI Actually Additions 1.0.3+1.21.1 (extra_mod_integrations_actually_additions)
		ExMI Chipped 1.0.3+1.21.1 (extra_mod_integrations_chipped)
		ExMI Farmer's Delight 1.0.3+1.21.1 (extra_mod_integrations_farmers_delight)
		ExMI Iron's Spells 'n Spellbooks 1.0.3+1.21.1 (extra_mod_integrations_irons_spellbooks)
		ExMI PneumaticCraft 1.0.3+1.21.1 (extra_mod_integrations_pneumaticcraft)
		ExMI Rechiseled 1.0.3+1.21.1 (extra_mod_integrations_rechiseled)
		ExMI Reliquary 1.0.3+1.21.1 (extra_mod_integrations_reliquary)
		Explorer's Compass 1.21.1-3.0.3-neoforge (explorerscompass)
		Explosive Enhancement 1.1.2 (explosiveenhancement)
		Extra Mod Integrations 1.0.3+1.21.1 (extra_mod_integrations)
		Extra Mod Integrations Core 1.0.3+1.21.1 (extra_mod_integrations_core)
		Fabric Language Kotlin 1.13.7kotlin.2.2.21 (fabric_language_kotlin)
		Farmer's Delight 1.2.9 (farmersdelight)
		Ferrite Core 7.0.2 (ferritecore)
		Flywheel 1.0.5 (flywheel)
		Forge Config API Port 21.1.0 (forgeconfigapiport)
		Forgematica 0.4.1+mc1.21.1 (forgematica)
		Forgified Fabric API 0.115.6+2.1.4+1.21.1 (fabric_api)
		Forgified Fabric API Base(ThinkingStudio) 0.4.42+d1308ded19 (fabric_api_base)
		Forgified Fabric API Lookup API (v1) 1.6.70+c290471319 (fabric_api_lookup_api_v1)
		Forgified Fabric Biome API (v1) 13.0.31+1e62d33c19 (fabric_biome_api_v1)
		Forgified Fabric Block API (v1) 1.0.22+a6e994cd19 (fabric_block_api_v1)
		Forgified Fabric BlockRenderLayer Registration (v1) 1.1.52+c290471319 (fabric_blockrenderlayer_v1)
		Forgified Fabric BlockView API (v2) 1.0.11+e9036fd419 (fabric_block_view_api_v2)
		Forgified Fabric Client Tags 1.1.15+e053909619 (fabric_client_tags_api_v1)
		Forgified Fabric Command API (v2) 2.2.28+36d727be19 (fabric_command_api_v2)
		Forgified Fabric Content Registries (v0) 8.0.18+c290471319 (fabric_content_registries_v0)
		Forgified Fabric Convention Tags 2.1.4+7f945d5b19 (fabric_convention_tags_v1)
		Forgified Fabric Convention Tags (v2) 2.11.0+87e5848019 (fabric_convention_tags_v2)
		Forgified Fabric Data Attachment API (v1) 1.4.3+c290471319 (fabric_data_attachment_api_v1)
		Forgified Fabric Data Generation API (v1) 20.2.28+2d91a6db19 (fabric_data_generation_api_v1)
		Forgified Fabric Entity Events (v1) 1.7.0+1af6e62419 (fabric_entity_events_v1)
		Forgified Fabric Events Interaction (v0) 0.7.13+7b71cc1619 (fabric_events_interaction_v0)
		Forgified Fabric Game Rule API (v1) 1.0.53+36d727be19 (fabric_game_rule_api_v1)
		Forgified Fabric Game Test API (v1) 2.0.5+29f188ce19 (fabric_gametest_api_v1)
		Forgified Fabric Item API (v1) 11.1.1+57cdfa8219 (fabric_item_api_v1)
		Forgified Fabric Item Group API (v1) 4.1.7+e324903319 (fabric_item_group_api_v1)
		Forgified Fabric Key Binding API (v1) 1.0.47+62cc7ce119 (fabric_key_binding_api_v1)
		Forgified Fabric Lifecycle Events (v1) 2.5.0+a2ee258a19 (fabric_lifecycle_events_v1)
		Forgified Fabric Loot API (v2) 3.0.15+a3ee712d19 (fabric_loot_api_v2)
		Forgified Fabric Loot API (v3) 1.0.3+333dfad919 (fabric_loot_api_v3)
		Forgified Fabric Message API (v1) 6.0.13+e053909619 (fabric_message_api_v1)
		Forgified Fabric Model Loading API (v1) 2.0.0+986ae77219 (fabric_model_loading_api_v1)
		Forgified Fabric Networking API (v1) 4.3.0+30a980d919 (fabric_networking_api_v1)
		Forgified Fabric Object Builder API (v1) 15.2.1+cc242efd19 (fabric_object_builder_api_v1)
		Forgified Fabric Particles (v1) 4.0.2+824f924c19 (fabric_particles_v1)
		Forgified Fabric Recipe API (v1) 5.0.14+59440bcc19 (fabric_recipe_api_v1)
		Forgified Fabric Registry Sync (v0) 5.2.0+867470b919 (fabric_registry_sync_v0)
		Forgified Fabric Renderer - Indigo 1.7.0+4198af7119 (fabric_renderer_indigo)
		Forgified Fabric Renderer API (v1) 3.4.0+acb05a3919 (fabric_renderer_api_v1)
		Forgified Fabric Rendering (v1) 5.0.5+c290471319 (fabric_rendering_v1)
		Forgified Fabric Rendering Data Attachment (v1) 0.3.49+73761d2e19 (fabric_rendering_data_attachment_v1)
		Forgified Fabric Rendering Fluids (v1) 3.1.6+857185bc19 (fabric_rendering_fluids_v1)
		Forgified Fabric Resource Conditions API (v1) 4.3.0+5bdd099819 (fabric_resource_conditions_api_v1)
		Forgified Fabric Resource Loader (v0) 1.3.1+4ea8954419 (fabric_resource_loader_v0)
		Forgified Fabric Screen API (v1) 2.0.25+4228281319 (fabric_screen_api_v1)
		Forgified Fabric Screen Handler API (v1) 1.3.88+8dbc56dd19 (fabric_screen_handler_api_v1)
		Forgified Fabric Sound API (v1) 1.0.23+10b84f8419 (fabric_sound_api_v1)
		Forgified Fabric Transfer API (v1) 5.4.2+a25cb45619 (fabric_transfer_api_v1)
		Forgified Fabric Transitive Access Wideners (v1) 6.2.0+6c854b6f19 (fabric_transitive_access_wideners_v1)
		Formations 1.0.4 (formations)
		Formations Overworld 1.0.5 (formationsoverworld)
		Fzzy Config 0.7.3+1.21+neoforge (fzzy_config)
		GeckoLib 4 4.8.2 (geckolib)
		Greenhouse Config 2.2.0+1.21.1 (greenhouseconfig)
		Greenhouse Config - Night Config 1.1.0 (greenhouseconfig_night_config)
		Greenhouse Config - TOML 1.1.0 (greenhouseconfig_toml)
		HalsPirateMod 2.6.6 (hpm)
		Hexerei 0.5 (hexerei)
		Iceberg 1.3.2 (iceberg)
		ImmediatelyFast 1.6.7+1.21.1 (immediatelyfast)
		Immersive Aircraft 1.4.1+1.21.1 (immersive_aircraft)
		Immersive Engineering 12.4.2-194 (immersiveengineering)
		Iris 1.8.12-snapshot+mc1.21.1-local (iris)
		Iris Flywheel Compat 2.0.5 (irisflw)
		Iron's Spells 'n Spellbooks 1.21.1-3.14.4 (irons_spellbooks)
		Jade 15.10.3+neoforge (jade)
		Jade Addons 6.1.0+neoforge (jadeaddons)
		Just Enough Items 19.25.1.332 (jei)
		Kirin UI 1.20.01.21 (kirin)
		Kitchen Projectiles 1.0.6+mc1.21.1+neoforge (kitchenprojectiles)
		Kotlin For Forge 5.10.0 (kotlinforforge)
		KumaAPI 21.0.7 (kuma_api)
		LambDynamicLights (API) 4.5.1+1.21.1 (lambdynlights_api)
		LightTheWay 1.1.2 (light_the_way)
		Lithium 0.15.1+mc1.21.1 (lithium)
		Lithostitched 1.5.0 (lithostitched)
		Load My F***ing Tags 1.1.1+1.21.9 (lmft)
		Lodestone 1.7.1 (lodestone)
		Lootr 1.21-1.10.35.92 (lootr)
		MaFgLib 0.4.1+mc1.21.1 (mafglib)
		Man of Many Planes 0.2.1+1.21.1 (man_of_many_planes)
		Minecraft 1.21.1 (minecraft)
		Miners Delight 1.4.2 (minersdelight)
		Mixin Trace Reforged 1.0.0 (mixintracereforged)
		MmmMmmMmmMmm 1.21-2.0.11 (dummmmmmy)
		Modonomicon 1.117.2 (modonomicon)
		Moonlight Lib 1.21-2.26.6 (moonlight)
		More Delight 25.07.28a-1.21-neoforge (moredelight)
		My Nether's Delight 1.9 (mynethersdelight)
		Mystical Agradditions 8.0.10 (mysticalagradditions)
		Mystical Agriculture 8.0.20 (mysticalagriculture)
		Nature's Compass 1.21.1-3.0.2-neoforge (naturescompass)
		NeoForge 21.1.215 (neoforge)
		Neruina 3.1.4 (neruina)
		No Chat Reports 1.21.1-v2.9.1 (nochatreports)
		Nuggets 1.0.10.41 (nuggets)
		Ok Zoomer 10.0.0-beta.10 (ok_zoomer)
		Pastel 1.1.4.1 (pastel)
		Pehkui 3.8.3+1.21-neoforge (pehkui)
		Pizza Delight 1.1.2-1.21.1 (pizzadelight)
		Player Animator 2.0.1+1.21.1 (playeranimator)
		Polymorph 1.1.0+1.21.1 (polymorph)
		Ponder 1.0.64 (ponder)
		Presence Footsteps 1.11.11.21 (presencefootsteps)
		ProjectE 1.1.0 (projecte)
		Pufferfish's Skills 0.17.0 (puffish_skills)
		Reacharound 1.3.1 (reacharound)
		Resourceful Lib 3.0.12 (resourcefullib)
		Revamped Shipwrecks 1.1.0 (revamped_shipwrecks)
		Ribbits 1.21.1-NeoForge-4.1.4 (ribbits)
		Rustic Delight 1.5.1 (rusticdelight)
		Saturn 0.1.5 (saturn)
		Searchables 1.0.2 (searchables)
		Silent Gear 4.0.30 (silentgear)
		Silent Lib 10.5.1 (silentlib)
		Silent's Gems 5.1.2.1 (silentgems)
		Simple RPC 4.0.3 (simplerpc)
		Simple Voice Chat 1.21.1-2.6.6 (voicechat)
		Sinytra Connector 2.0.0-beta.12+1.21.1 (connector)
		Small Ships 2.0.0-b2.1 (smallships)
		Sodium 0.6.13+mc1.21.1 (sodium)
		Sophisticated Backpacks 3.25.14 (sophisticatedbackpacks)
		Sophisticated Core 1.3.89 (sophisticatedcore)
		Sophisticated Storage 1.5.16 (sophisticatedstorage)
		Sophisticated Storage Create Integration 0.1.13 (sophisticatedstoragecreateintegration)
		Sound Physics Remastered 1.21.1-1.5.1 (sound_physics_remastered)
		spark 1.10.124 (spark)
		SpectreLib 0.17.2+1.21 (spectrelib)
		Supplementaries 1.21-3.4.20 (supplementaries)
		Terralith 2.5.8 (terralith)
		Torchmaster 21.1.9 (torchmaster)
		TRansition 1.0.8 (transition)
		TRender 1.0.8 (trender)
		Veil 2.1.1 (veil)
		Visuality: Reforged 2.1.0 (visuality)
		Waystones 21.1.24 (waystones)
		When Dungeons Arise 2.1.68 (dungeons_arise)
		WorldEdit 7.3.8+6939-7d32b45 (worldedit)
		Wrench Wrapper 0.6.2 (wrench_wrapper)
		YUNG's API 1.21.1-NeoForge-5.1.6 (yungsapi)
		YUNG's Better Desert Temples 1.21.1-NeoForge-4.1.5 (betterdeserttemples)
		YUNG's Better Dungeons 1.21.1-NeoForge-5.1.4 (betterdungeons)
		YUNG's Better End Island 1.21.1-NeoForge-3.1.2 (betterendisland)
		YUNG's Better Jungle Temples 1.21.1-NeoForge-3.1.2 (betterjungletemples)
		YUNG's Better Mineshafts 1.21.1-NeoForge-5.1.1 (bettermineshafts)
		YUNG's Better Nether Fortresses 1.21.1-NeoForge-3.1.5 (betterfortresses)
		YUNG's Better Ocean Monuments 1.21.1-NeoForge-4.1.2 (betteroceanmonuments)
		YUNG's Better Strongholds 1.21.1-NeoForge-5.1.3 (betterstrongholds)
		YUNG's Better Witch Huts 1.21.1-NeoForge-4.1.1 (betterwitchhuts)
		YUNG's Bridges 1.21.1-NeoForge-5.1.1 (yungsbridges)
		YUNG's Extras 1.21.1-NeoForge-5.1.1 (yungsextras)
